# generated large 2D fixture
# 61 x 41 grid and 3 timesteps
# Chunk Coord1 Coord2 Ncount c_rho
100 2501 12505
1281 3 1.2 3 1.2221082
1282 0 1.26 5 1.85
1283 0.05 1.26 2 0.88804392
1284 0.1 1.26 3 1.206102
1285 0.15 1.26 4 1.5241881
1286 0.2 1.26 5 1.8423163
1287 0.25 1.26 2 0.88049993
1288 0.3 1.26 3 1.1987522
1289 0.35 1.26 4 1.5170856
1290 0.4 1.26 5 1.8355123
1291 0.45 1.26 2 0.87404362
1292 0.5 1.26 3 1.1926901
1293 0.55 1.26 4 1.5114617
1294 0.6 1.26 0 0.23036703
1295 0.65 1.26 0 0.22941416
1296 0.7 1.26 0 0.22860994
1297 0.75 1.26 0 0.22796017
1298 0.8 1.26 0 0.22746954
1299 0.85 1.26 0 0.22714159
1300 0.9 1.26 0 0.2269787
1301 0.95 1.26 0 0.22698203
1302 1 1.26 0 0.22715157
1303 1.05 1.26 0 0.22748609
1304 1.1 1.26 0 0.22798318
1305 1.15 1.26 0 0.22863924
1306 1.2 1.26 0 0.22944954
1307 1.25 1.26 0 0.23040823
1308 1.3 1.26 0 0.23150838
1309 1.35 1.26 0 0.23274206
1310 1.4 1.26 0 0.23410035
1311 1.45 1.26 0 0.23557344
1312 1.5 1.26 3 1.1971507
1313 1.55 1.26 4 1.5188207
1314 1.6 1.26 5 1.8405715
1315 1.65 1.26 2 0.88239036
1316 1.7 1.26 3 1.2042641
1317 1.75 1.26 4 1.5261794
1318 1.8 1.26 5 1.8481222
1319 1.85 1.26 2 0.89007851
1320 1.9 1.26 3 1.2120343
1321 1.95 1.26 4 1.5339754
1322 2 1.26 5 1.8558878
1323 2.05 1.26 2 0.89775767
1324 2.1 1.26 3 1.2195715
1325 2.15 1.26 4 1.5413163
1326 2.2 1.26 5 1.8629793
1327 2.25 1.26 2 0.90454865
1328 2.3 1.26 3 1.2260129
1329 2.35 1.26 4 1.5473616
1330 2.4 1.26 5 1.8685849
1331 2.45 1.26 2 0.90967395
1332 2.5 1.26 3 1.230621
1333 2.55 1.26 4 1.5514191
1334 2.6 1.26 5 1.8720626
1335 2.65 1.26 2 0.91254676
1336 2.7 1.26 3 1.2328681
1337 2.75 1.26 4 1.5530244
1338 2.8 1.26 5 1.8730144
1339 2.85 1.26 2 0.91283818
1340 2.9 1.26 3 1.2324971
1341 2.95 1.26 4 1.5519936
1342 3 1.26 5 1.8713312
1343 0 1.32 3 1.21
1344 0.05 1.32 4 1.527212
1345 0.1 1.32 5 1.844444
1346 0.15 1.32 2 0.88171625
1347 0.2 1.32 3 1.1990483
1348 0.25 1.32 4 1.5164594
1349 0.3 1.32 5 1.8339682
1350 0.35 1.32 2 0.87159286
1351 0.4 1.32 3 1.1893504
1352 0.45 1.32 4 1.507257
1353 0.5 1.32 5 1.8253279
1354 0.55 1.32 2 0.86357692
1355 0.6 1.32 0 0.22201672
1356 0.65 1.32 0 0.22065858
1357 0.7 1.32 0 0.21951231
1358 0.75 1.32 0 0.21858618
1359 0.8 1.32 0 0.21788687
1360 0.85 1.32 0 0.21741944
1361 0.9 1.32 0 0.21718727
1362 0.95 1.32 0 0.21719202
1363 1 1.32 0 0.21743367
1364 1.05 1.32 0 0.21791047
1365 1.1 1.32 0 0.21861898
1366 1.15 1.32 0 0.21955407
1367 1.2 1.32 0 0.22070901
1368 1.25 1.32 0 0.22207545
1369 1.3 1.32 0 0.22364352
1370 1.35 1.32 0 0.2254019
1371 1.4 1.32 0 0.2273379
1372 1.45 1.32 0 0.22943753
1373 1.5 1.32 5 1.8316856
1374 1.55 1.32 2 0.87406598
1375 1.6 1.32 3 1.1965614
1376 1.65 1.32 4 1.5191538
1377 1.7 1.32 5 1.8418246
1378 1.75 1.32 2 0.88455436
1379 1.8 1.32 3 1.2073235
1380 1.85 1.32 4 1.5301119
1381 1.9 1.32 5 1.8528995
1382 1.95 1.32 2 0.89566621
1383 2 1.32 3 1.218392
1384 2.05 1.32 0 0.26105716
1385 2.1 1.32 0 0.2636425
1386 2.15 1.32 0 0.26612933
1387 2.2 1.32 0 0.2684997
1388 2.25 1.32 0 0.27073649
1389 2.3 1.32 5 1.8728235
1390 2.35 1.32 2 0.9147458
1391 2.4 1.32 3 1.2364894
1392 2.45 1.32 4 1.5580417
1393 2.5 1.32 5 1.8793915
1394 2.55 1.32 2 0.9205291
1395 2.6 1.32 3 1.2414463
1396 2.65 1.32 4 1.5621364
1397 2.7 1.32 5 1.8825944
1398 2.75 1.32 2 0.92281711
1399 2.8 1.32 3 1.2428028
1400 2.85 1.32 4 1.5625517
1401 2.9 1.32 5 1.8820656
1402 2.95 1.32 2 0.92134786
1403 3 1.32 3 1.2404038
1404 0 1.38 5 1.85
1405 0.05 1.38 2 0.88639965
1406 0.1 1.38 3 1.2028253
1407 0.15 1.38 4 1.5193028
1408 0.2 1.38 5 1.8358575
1409 0.25 1.38 2 0.87251428
1410 0.3 1.38 3 1.1892974
1411 0.35 1.38 4 1.5062299
1412 0.4 1.38 5 1.8233341
1413 0.45 1.38 2 0.86063085
1414 0.5 1.38 3 1.1781397
1415 0.55 1.38 4 1.4958785
1416 0.6 1.38 5 1.8138638
1417 0.65 1.38 0 0.21210992
1418 0.7 1.38 0 0.21062967
1419 0.75 1.38 0 0.20943371
1420 0.8 1.38 0 0.20853066
1421 0.85 1.38 0 0.20792705
1422 0.9 1.38 0 0.20762723
1423 0.95 1.38 0 0.20763337
1424 1 1.38 0 0.20794542
1425 1.05 1.38 0 0.20856114
1426 1.1 1.38 0 0.20947607
1427 1.15 1.38 0 0.21068361
1428 1.2 1.38 0 0.21217504
1429 1.25 1.38 0 0.21393959
1430 1.3 1.38 0 0.21596452
1431 1.35 1.38 0 0.21823521
1432 1.4 1.38 0 0.22073526
1433 1.45 1.38 2 0.86344662
1434 1.5 1.38 3 1.1863497
1435 1.55 1.38 4 1.5094236
1436 1.6 1.38 5 1.832646
1437 1.65 1.38 2 0.87599377
1438 1.7 1.38 3 1.1994426
1439 1.75 1.38 4 1.5229678
1440 1.8 1.38 5 1.8465437
1441 1.85 1.38 2 0.8901445
1442 1.9 1.38 3 1.2137443
1443 1.95 1.38 0 0.25731707
1444 2 1.38 0 0.260837
1445 2.05 1.38 0 0.26427868
1446 2.1 1.38 0 0.26761727
1447 2.15 1.38 0 0.27082864
1448 2.2 1.38 0 0.27388962
1449 2.25 1.38 0 0.2767781
1450 2.3 1.38 0 0.27947322
1451 2.35 1.38 0 0.28195553
1452 2.4 1.38 5 1.8842071
1453 2.45 1.38 2 0.92621166
1454 2.5 1.38 3 1.2479548
1455 2.55 1.38 4 1.5694238
1456 2.6 1.38 5 1.8906082
1457 2.65 1.38 2 0.93149933
1458 2.7 1.38 3 1.2520908
1459 2.75 1.38 4 1.5723784
1460 2.8 1.38 5 1.89236
1461 2.85 1.38 2 0.93203572
1462 2.9 1.38 3 1.2514079
1463 2.95 1.38 4 1.5704811
1464 3 1.38 5 1.889262
1465 0 1.44 3 1.21
1466 0.05 1.44 4 1.5256127
1467 0.1 1.44 5 1.8412572
1468 0.15 1.44 2 0.87696471
1469 0.2 1.44 3 1.1927664
1470 0.25 1.44 4 1.5086925
1471 0.3 1.44 5 1.8247725
1472 0.35 1.44 2 0.86103459
1473 0.4 1.44 3 1.1775059
1474 0.45 1.44 4 1.4942118
1475 0.5 1.44 5 1.8111761
1476 0.55 1.44 2 0.84842073
1477 0.6 1.44 3 1.1659656
1478 0.65 1.44 4 1.4838284
1479 0.7 1.44 0 0.20202467
1480 0.75 1.44 0 0.20056731
1481 0.8 1.44 0 0.19946689
1482 0.85 1.44 0 0.19873134
1483 0.9 1.44 0 0.19836599
1484 0.95 1.44 0 0.19837347
1485 1 1.44 0 0.19875373
1486 1.05 1.44 0 0.19950402
1487 1.1 1.44 0 0.20061893
1488 1.15 1.44 0 0.20209039
1489 1.2 1.44 0 0.2039078
1490 1.25 1.44 0 0.20605802
1491 1.3 1.44 0 0.20852553
1492 1.35 1.44 0 0.21129251
1493 1.4 1.44 0 0.21433899
1494 1.45 1.44 4 1.497643
1495 1.5 1.44 5 1.8211806
1496 1.55 1.44 2 0.86492628
1497 1.6 1.44 3 1.188853
1498 1.65 1.44 4 1.5129325
1499 1.7 1.44 5 1.8371352
1500 1.75 1.44 2 0.88143076
1501 1.8 1.44 3 1.2057882
1502 1.85 1.44 4 1.5301761
1503 1.9 1.44 0 0.25456268
1504 1.95 1.44 0 0.25891633
1505 2 1.44 0 0.2632056
1506 2.05 1.44 0 0.26739952
1507 2.1 1.44 0 0.2714678
1508 2.15 1.44 0 0.27538107
1509 2.2 1.44 0 0.27911107
1510 2.25 1.44 0 0.28263087
1511 2.3 1.44 0 0.28591505
1512 2.35 1.44 0 0.28893991
1513 2.4 1.44 0 0.29168359
1514 2.45 1.44 4 1.5741263
1515 2.5 1.44 5 1.8962504
1516 2.55 1.44 2 0.93804049
1517 2.6 1.44 3 1.2594837
1518 2.65 1.44 4 1.5805697
1519 2.7 1.44 5 1.9012905
1520 2.75 1.44 2 0.94164089
1521 2.8 1.44 3 1.2616184
1522 2.85 1.44 4 1.5812233
1523 2.9 1.44 5 1.9004583
1524 2.95 1.44 2 0.93932889
1525 3 1.44 3 1.2578433
1526 0 1.5 5 1.85
1527 0.05 1.5 2 0.88485677
1528 0.1 1.5 3 1.1997507
1529 0.15 1.5 4 1.5147186
1530 0.2 1.5 5 1.8297968
1531 0.25 1.5 2 0.86502098
1532 0.3 1.5 3 1.1804255
1533 0.35 1.5 4 1.4960435
1534 0.4 1.5 5 1.8119068
1535 0.45 1.5 2 0.84804505
1536 0.5 1.5 3 1.1644863
1537 0.55 1.5 4 1.4812562
1538 0.6 1.5 5 1.798378
1539 0.65 1.5 2 0.83587257
1540 0.7 1.5 3 1.153758
1541 0.75 1.5 0 0.1920495
1542 0.8 1.5 0 0.19075946
1543 0.85 1.5 0 0.18989718
1544 0.9 1.5 0 0.18946887
1545 0.95 1.5 0 0.18947764
1546 1 1.5 0 0.18992343
1547 1.05 1.5 0 0.190803
1548 1.1 1.5 0 0.19211001
1549 1.15 1.5 0 0.19383503
1550 1.2 1.5 0 0.1959656
1551 1.25 1.5 0 0.19848632
1552 1.3 1.5 0 0.20137901
1553 1.35 1.5 0 0.20462278
1554 1.4 1.5 5 1.8081942
1555 1.45 1.5 2 0.85206748
1556 1.5 1.5 3 1.1762147
1557 1.55 1.5 4 1.5006058
1558 1.6 1.5 5 1.8252092
1559 1.65 1.5 2 0.86999156
1560 1.7 1.5 3 1.1949184
1561 1.75 1.5 4 1.5199542
1562 1.8 1.5 5 1.8450625
1563 1.85 1.5 0 0.25020642
1564 1.9 1.5 0 0.25534888
1565 1.95 1.5 0 0.26045271
1566 2 1.5 0 0.26548107
1567 2.05 1.5 0 0.27039765
1568 2.1 1.5 0 0.27516694
1569 2.15 1.5 0 0.27975451
1570 2.2 1.5 0 0.28412723
1571 2.25 1.5 0 0.28825353
1572 2.3 1.5 0 0.29210362
1573 2.35 1.5 0 0.29564969
1574 2.4 1.5 0 0.29886614
1575 2.45 1.5 0 0.30172974
1576 2.5 1.5 3 1.2642198
1577 2.55 1.5 4 1.5863184
1578 2.6 1.5 5 1.9080103
1579 2.65 1.5 2 0.94928338
1580 2.7 1.5 3 1.2701284
1581 2.75 1.5 4 1.5905392
1582 2.8 1.5 5 1.9105129
1583 2.85 1.5 2 0.95004963
1584 2.9 1.5 3 1.2691528
1585 2.95 1.5 4 1.5878288
1586 3 1.5 5 1.9060873
1587 0 1.56 3 1.21
1588 0.05 1.56 4 1.5241371
1589 0.1 1.56 5 1.8383165
1590 0.15 1.56 2 0.87258022
1591 0.2 1.56 3 1.1869698
1592 0.25 1.56 4 1.5015256
1593 0.3 1.56 5 1.816287
1594 0.35 1.56 2 0.85129191
1595 0.4 1.56 3 1.1665763
1596 0.45 1.56 4 1.4821742
1597 0.5 1.56 5 1.7981174
1598 0.55 1.56 2 0.83443531
1599 0.6 1.56 3 1.1511544
1600 0.65 1.56 4 1.4682984
1601 0.7 1.56 5 1.7858879
1602 0.75 1.56 2 0.82394036
1603 0.8 1.56 0 0.1824698
1604 0.85 1.56 0 0.18148685
1605 0.9 1.56 0 0.18099861
1606 0.95 1.56 0 0.18100861
1607 1 1.56 0 0.18151677
1608 1.05 1.56 0 0.18251942
1609 1.1 1.56 0 0.18400933
1610 1.15 1.56 0 0.18597573
1611 1.2 1.56 0 0.18840443
1612 1.25 1.56 0 0.19127789
1613 1.3 1.56 5 1.7945754
1614 1.35 1.56 2 0.83827304
1615 1.4 1.56 3 1.1623442
1616 1.45 1.56 4 1.4867595
1617 1.5 1.56 5 1.811487
1618 1.55 1.56 2 0.8564926
1619 1.6 1.56 3 1.1817401
1620 1.65 1.56 4 1.5071917
1621 1.7 1.56 5 1.832808
1622 1.75 1.56 2 0.87854844
1623 1.8 1.56 0 0.24437156
1624 1.85 1.56 0 0.25023531
1625 1.9 1.56 0 0.25609736
1626 1.95 1.56 0 0.26191539
1627 2 1.56 0 0.26764737
1628 2.05 1.56 0 0.27325194
1629 2.1 1.56 0 0.27868861
1630 2.15 1.56 0 0.28391813
1631 2.2 1.56 0 0.28890273
1632 2.25 1.56 0 0.29360644
1633 2.3 1.56 0 0.29799528
1634 2.35 1.56 0 0.30203756
1635 2.4 1.56 0 0.30570409
1636 2.45 1.56 0 0.30896841
1637 2.5 1.56 0 0.31180693
1638 2.55 1.56 2 0.95419917
1639 2.6 1.56 3 1.2761279
1640 2.65 1.56 4 1.597579
1641 2.7 1.56 5 1.9185423
1642 2.75 1.56 2 0.95901058
1643 2.8 1.56 3 1.2789806
1644 2.85 1.56 4 1.5984525
1645 2.9 1.56 5 1.9174302
1646 2.95 1.56 2 0.95592093
1647 3 1.56 3 1.2739357
1648 0 1.62 5 1.85
1649 0.05 1.62 2 0.8834587
1650 0.1 1.62 3 1.1969646
1651 0.15 1.62 4 1.5105647
1652 0.2 1.62 5 1.8243051
1653 0.25 1.62 2 0.85823103
1654 0.3 1.62 3 1.1723863
1655 0.35 1.62 4 1.4868133
1656 0.4 1.62 5 1.801552
1657 0.45 1.62 2 0.8366406
1658 0.5 1.62 3 1.1521145
1659 0.55 1.62 4 1.4680063
1660 0.6 1.62 5 1.7843458
1661 0.65 1.62 2 0.82115933
1662 0.7 1.62 3 1.1384699
1663 0.75 1.62 4 1.4562971
1664 0.8 1.62 5 1.7746563
1665 0.85 1.62 2 0.81355967
1666 0.9 1.62 0 0.17301494
1667 0.95 1.62 0 0.17302609
1668 1 1.62 0 0.17359305
1669 1.05 1.62 0 0.17471171
1670 1.1 1.62 0 0.17637401
1671 1.15 1.62 0 0.17856793
1672 1.2 1.62 5 1.7812776
1673 1.25 1.62 2 0.82448357
1674 1.3 1.62 3 1.1481626
1675 1.35 1.62 4 1.4722881
1676 1.4 1.62 5 1.7968303
1677 1.45 1.62 2 0.84175644
1678 1.5 1.62 3 1.1670309
1679 1.55 1.62 4 1.4926157
1680 1.6 1.62 5 1.8184704
1681 1.65 1.62 2 0.86455275
1682 1.7 1.62 3 1.1908189
1683 1.75 1.62 4 1.5172235
1684 1.8 1.62 0 0.24372033
1685 1.85 1.62 0 0.25026253
1686 1.9 1.62 0 0.25680284
1687 1.95 1.62 0 0.26329403
1688 2 1.62 0 0.26968923
1689 2.05 1.62 0 0.27594226
1690 2.1 1.62 0 0.28200797
1691 2.15 1.62 0 0.28784256
1692 2.2 1.62 0 0.2934039
1693 2.25 1.62 0 0.29865184
1694 2.3 1.62 0 0.30354848
1695 2.35 1.62 0 0.30805846
1696 2.4 1.62 0 0.31214923
1697 2.45 1.62 0 0.31579124
1698 2.5 1.62 0 0.31895819
1699 2.55 1.62 4 1.6016272
1700 2.6 1.62 5 1.9237791
1701 2.65 1.62 2 0.96539815
1702 2.7 1.62 3 1.2864728
1703 2.75 1.62 4 1.6069953
1704 2.8 1.62 5 1.9269619
1705 2.85 1.62 2 0.96637268
1706 2.9 1.62 3 1.285232
1707 2.95 1.62 4 1.6035482
1708 3 1.62 5 1.9213333
1709 0 1.68 3 1.21
1710 0.05 1.68 4 1.5228265
1711 0.1 1.68 5 1.8357047
1712 0.15 1.68 2 0.86868623
1713 0.2 1.68 3 1.1818216
1714 0.25 1.68 4 1.4951605
1715 0.3 1.68 5 1.8087509
1716 0.35 1.68 2 0.84263917
1717 0.4 1.68 3 1.1568694
1718 0.45 1.68 4 1.4714833
1719 0.5 1.68 5 1.7865197
1720 0.55 1.68 2 0.82201447
1721 0.6 1.68 3 1.1380001
1722 0.65 1.68 4 1.4545057
1723 0.7 1.68 5 1.7715564
1724 0.75 1.68 2 0.80917349
1725 0.8 1.68 3 1.1273742
1726 0.85 1.68 4 1.4461715
1727 0.9 1.68 5 1.7655742
1728 0.95 1.68 2 0.80558638
1729 1 1.68 3 1.1262081
1730 1.05 1.68 4 1.4474349
1731 1.1 1.68 5 1.7692579
1732 1.15 1.68 2 0.81166385
1733 1.2 1.68 3 1.1346355
1734 1.25 1.68 4 1.4581512
1735 1.3 1.68 5 1.7821858
1736 1.35 1.68 2 0.82671008
1737 1.4 1.68 3 1.1516913
1738 1.45 1.68 4 1.4770936
1739 1.5 1.68 5 1.8028779
1740 1.55 1.68 2 0.84900241
1741 1.6 1.68 3 1.175423
1742 1.65 1.68 4 1.5020932
1743 1.7 1.68 5 1.828965
1744 1.75 1.68 2 0.87598858
1745 1.8 1.68 0 0.24311338
1746 1.85 1.68 0 0.25028791
1747 1.9 1.68 0 0.25746035
1748 1.95 1.68 0 0.26457893
1749 2 1.68 0 0.27159224
1750 2.05 1.68 0 0.27844964
1751 2.1 1.68 0 0.28510161
1752 2.15 1.68 0 0.29150013
1753 2.2 1.68 0 0.29759899
1754 2.25 1.68 0 0.30335415
1755 2.3 1.68 0 0.30872406
1756 2.35 1.68 0 0.31366995
1757 2.4 1.68 0 0.3181561
1758 2.45 1.68 0 0.32215011
1759 2.5 1.68 0 0.32562316
1760 2.55 1.68 2 0.96855016
1761 2.6 1.68 3 1.29091
1762 2.65 1.68 4 1.6126856
1763 2.7 1.68 5 1.9338641
1764 2.75 1.68 2 0.9744371
1765 2.8 1.68 3 1.2944004
1766 2.85 1.68 4 1.6137543
1767 2.9 1.68 5 1.9325034
1768 2.95 1.68 2 0.97065679
1769 3 1.68 3 1.2882278
1770 0 1.74 5 1.85
1771 0.05 1.74 2 0.88224483
1772 0.1 1.74 3 1.1945457
1773 0.15 1.74 4 1.5069581
1774 0.2 1.74 5 1.8195369
1775 0.25 1.74 2 0.85233562
1776 0.3 1.74 3 1.1654063
1777 0.35 1.74 4 1.478799
1778 0.4 1.74 5 1.7925615
1779 0.45 1.74 2 0.82673863
1780 0.5 1.74 3 1.1413726
1781 0.55 1.74 4 1.4565021
1782 0.6 1.74 5 1.7721622
1783 0.65 1.74 2 0.80838447
1784 0.7 1.74 3 1.125196
1785 0.75 1.74 4 1.4426199
1786 0.8 1.74 5 1.7606747
1787 0.85 1.74 2 0.79937454
1788 0.9 1.74 3 1.1187287
1789 0.95 1.74 4 1.4387419
1790 1 1.74 5 1.7594141
1791 1.05 1.74 2 0.80074037
1792 1.1 1.74 3 1.1227111
1793 1.15 1.74 4 1.4453122
1794 1.2 1.74 5 1.7685247
1795 1.25 1.74 2 0.8123256
1796 1.3 1.74 3 1.1366873
1797 1.35 1.74 4 1.4615784
1798 1.4 1.74 5 1.7869635
1799 1.45 1.74 2 0.83280382
1800 1.5 1.74 3 1.1590571
1801 1.55 1.74 4 1.4856782
1802 1.6 1.74 5 1.8126194
1803 1.65 1.74 2 0.85983047
1804 1.7 1.74 3 1.1872594
1805 1.75 1.74 4 1.5148525
1806 1.8 1.74 0 0.242555
1807 1.85 1.74 0 0.25031125
1808 1.9 1.74 0 0.25806526
1809 1.95 1.74 0 0.26576102
1810 2 1.74 0 0.27334299
1811 2.05 1.74 0 0.2807564
1812 2.1 1.74 0 0.28794773
1813 2.15 1.74 0 0.29486505
1814 2.2 1.74 0 0.30145842
1815 2.25 1.74 0 0.30768022
1816 2.3 1.74 0 0.31348554
1817 2.35 1.74 0 0.31883245
1818 2.4 1.74 0 0.32368234
1819 2.45 1.74 0 0.3280002
1820 2.5 1.74 0 0.33175485
1821 2.55 1.74 4 1.6149192
1822 2.6 1.74 5 1.9374703
1823 2.65 1.74 2 0.97938988
1824 2.7 1.74 3 1.300664
1825 2.75 1.74 4 1.6212834
1826 2.8 1.74 5 1.9412438
1827 2.85 1.74 2 0.98054526
1828 2.9 1.74 3 1.2991929
1829 2.95 1.74 4 1.6171966
1830 3 1.74 5 1.9345707
1831 0 1.8 3 1.21
1832 0.05 1.8 4 1.5217179
1833 0.1 1.8 5 1.8334955
1834 0.15 1.8 2 0.86539239
1835 0.2 1.8 3 1.1774669
1836 0.25 1.8 4 1.4897764
1837 0.3 1.8 5 1.8023762
1838 0.35 1.8 2 0.83531999
1839 0.4 1.8 3 1.1486586
1840 0.45 1.8 4 1.4624401
1841 0.5 1.8 5 1.7767094
1842 0.55 1.8 2 0.81150794
1843 0.6 1.8 3 1.1268732
1844 0.65 1.8 4 1.4428388
1845 0.7 1.8 5 1.7594337
1846 0.75 1.8 2 0.79668251
1847 0.8 1.8 3 1.1146052
1848 0.85 1.8 4 1.4332166
1849 0.9 1.8 5 1.7525269
1850 0.95 1.8 2 0.79254105
1851 1 1.8 3 1.1132589
1852 1.05 1.8 4 1.4346753
1853 1.1 1.8 5 1.7567799
1854 1.15 1.8 2 0.79955773
1855 1.2 1.8 3 1.1229886
1856 1.25 1.8 4 1.4470477
1857 1.3 1.8 5 1.7717058
1858 1.35 1.8 2 0.81692921
1859 1.4 1.8 3 1.1426803
1860 1.45 1.8 4 1.4689174
1861 1.5 1.8 5 1.7955956
1862 1.55 1.8 2 0.84266661
1863 1.6 1.8 3 1.1700794
1864 1.65 1.8 4 1.4977805
1865 1.7 1.8 5 1.8257142
1866 1.75 1.8 2 0.87382325
1867 1.8 1.8 0 0.24204912
1868 1.85 1.8 0 0.2503324
1869 1.9 1.8 0 0.25861328
1870 1.95 1.8 0 0.26683197
1871 2 1.8 0 0.27492912
1872 2.05 1.8 0 0.28284626
1873 2.1 1.8 0 0.29052624
1874 2.15 1.8 0 0.29791359
1875 2.2 1.8 0 0.30495497
1876 2.25 1.8 0 0.31159954
1877 2.3 1.8 0 0.31779932
1878 2.35 1.8 0 0.32350955
1879 2.4 1.8 0 0.32868899
1880 2.45 1.8 0 0.33330024
1881 2.5 1.8 0 0.33731001
1882 2.55 1.8 2 0.98068935
1883 2.6 1.8 3 1.3034138
1884 2.65 1.8 4 1.6254638
1885 2.7 1.8 5 1.9468245
1886 2.75 1.8 2 0.98748607
1887 2.8 1.8 3 1.3074437
1888 2.85 1.8 4 1.6266977
1889 2.9 1.8 5 1.9452535
1890 2.95 1.8 2 0.98312154
1891 3 1.8 3 1.3003172
1892 0 1.86 5 1.85
1893 0.05 1.86 2 0.88124932
1894 0.1 1.86 3 1.1925618
1895 0.15 1.86 4 1.5040002
1896 0.2 1.86 5 1.8156264
1897 0.25 1.86 2 0.84750075
1898 0.3 1.86 3 1.159682
1899 0.35 1.86 4 1.4722265
1900 0.4 1.86 5 1.7851882
1901 0.45 1.86 2 0.81861795
1902 0.5 1.86 3 1.1325631
1903 0.55 1.86 4 1.4470673
1904 0.6 1.86 5 1.7621704
1905 0.65 1.86 2 0.79790773
1906 0.7 1.86 3 1.11431
1907 0.75 1.86 4 1.4314032
1908 0.8 1.86 5 1.7492083
1909 0.85 1.86 2 0.78774121
1910 0.9 1.86 3 1.1070125
1911 0.95 1.86 4 1.4270274
1912 1 1.86 5 1.7477859
1913 1.05 1.86 2 0.78928237
1914 1.1 1.86 3 1.1115061
1915 1.15 1.86 4 1.4344411
1916 1.2 1.86 5 1.758066
1917 1.25 1.86 2 0.80235476
1918 1.3 1.86 3 1.1272764
1919 1.35 1.86 4 1.4527953
1920 1.4 1.86 5 1.7788717
1921 1.45 1.86 2 0.82546171
1922 1.5 1.86 3 1.1525177
1923 1.55 1.86 4 1.4799888
1924 1.6 1.86 5 1.807821
1925 1.65 1.86 2 0.8559577
1926 1.7 1.86 3 1.1843402
1927 1.75 1.86 4 1.5129081
1928 1.8 1.86 0 0.24159931
1929 1.85 1.86 0 0.25035121
1930 1.9 1.86 0 0.25910057
1931 1.95 1.86 0 0.26778422
1932 2 1.86 0 0.27633946
1933 2.05 1.86 0 0.28470451
1934 2.1 1.86 0 0.29281897
1935 2.15 1.86 0 0.30062424
1936 2.2 1.86 0 0.30806398
1937 2.25 1.86 0 0.31508446
1938 2.3 1.86 0 0.32163499
1939 2.35 1.86 0 0.32766827
1940 2.4 1.86 0 0.33314073
1941 2.45 1.86 0 0.33801286
1942 2.5 1.86 0 0.34224948
1943 2.55 1.86 4 1.62582
1944 2.6 1.86 5 1.9486986
1945 2.65 1.86 2 0.9908646
1946 2.7 1.86 3 1.3123023
1947 2.75 1.86 4 1.6330012
1948 2.8 1.86 5 1.9529565
1949 2.85 1.86 2 0.99216829
1950 2.9 1.86 3 1.3106424
1951 2.95 1.86 4 1.6283898
1952 3 1.86 5 1.9454267
1953 0 1.92 3 1.21
1954 0.05 1.92 4 1.5208425
1955 0.1 1.92 5 1.8317511
1956 0.15 1.92 2 0.86279144
1957 0.2 1.92 3 1.1740283
1958 0.25 1.92 4 1.4855248
1959 0.3 1.92 5 1.7973425
1960 0.35 1.92 2 0.82954048
1961 0.4 1.92 3 1.142175
1962 0.45 1.92 4 1.4552992
1963 0.5 1.92 5 1.7689628
1964 0.55 1.92 2 0.80321157
1965 0.6 1.92 3 1.118087
1966 0.65 1.92 4 1.4336261
1967 0.7 1.92 5 1.7498611
1968 0.75 1.92 2 0.78681913
1969 0.8 1.92 3 1.1045222
1970 0.85 1.92 4 1.4229869
1971 0.9 1.92 5 1.7422243
1972 0.95 1.92 2 0.78223993
1973 1 1.92 3 1.1030336
1974 1.05 1.92 4 1.4245997
1975 1.1 1.92 5 1.7469269
1976 1.15 1.92 2 0.78999826
1977 1.2 1.92 3 1.1137917
1978 1.25 1.92 4 1.4382799
1979 1.3 1.92 5 1.7634303
1980 1.35 1.92 2 0.80920585
1981 1.4 1.92 3 1.1355648
1982 1.45 1.92 4 1.4624611
1983 1.5 1.92 5 1.7898452
1984 1.55 1.92 2 0.83766362
1985 1.6 1.92 3 1.1658599
1986 1.65 1.92 4 1.494375
1987 1.7 1.92 5 1.8231472
1988 1.75 1.92 2 0.87211341
1989 1.8 1.92 3 1.2012087
1990 1.85 1.92 0 0.25036753
1991 1.9 1.92 0 0.25952368
1992 1.95 1.92 0 0.26861106
1993 2 1.92 0 0.27756405
1994 2.05 1.92 0 0.28631802
1995 2.1 1.92 0 0.29480974
1996 2.15 1.92 0 0.30297791
1997 2.2 1.92 0 0.31076354
1998 2.25 1.92 0 0.31811042
1999 2.3 1.92 0 0.3249655
2000 2.35 1.92 0 0.33127928
2001 2.4 1.92 0 0.33700617
2002 2.45 1.92 0 0.34210482
2003 2.5 1.92 5 1.9465384
2004 2.55 1.92 2 0.99027494
2005 2.6 1.92 3 1.3132874
2006 2.65 1.92 4 1.6355541
2007 2.7 1.92 5 1.9570586
2008 2.75 1.92 2 0.99779005
2009 2.8 1.92 3 1.3177432
2010 2.85 1.92 4 1.6369184
2011 2.9 1.92 5 1.9553215
2012 2.95 1.92 2 0.9929642
2013 3 1.92 3 1.3098634
2014 0 1.98 5 1.85
2015 0.05 1.98 2 0.88050021
2016 0.1 1.98 3 1.191069
2017 0.15 1.98 4 1.5017745
2018 0.2 1.98 5 1.8126838
2019 0.25 1.98 2 0.84386256
2020 0.3 1.98 3 1.1553745
2021 0.35 1.98 4 1.4672808
2022 0.4 1.98 5 1.77964
