# generated large cluster fixture
# 1200 clusters and 3 timesteps
# Chunk c_x c_y c_z vx vy vz Ncount
100 1200 315900
678 2.0045325 0.45436229 1.2913426 0.97610428 1.0982482 0.15520741 238
679 9.4209403 3.7680708 0.48749502 0.92875978 1.0961726 0.16420957 112
680 4.8373482 7.0817793 2.6836474 0.88052281 1.093298 0.17315244 488
681 0.25375606 2.3954878 1.8797999 0.83143972 1.0896264 0.18203281 366
682 7.6701639 5.7091963 1.0759523 0.78155768 1.0851605 0.19084747 246
683 3.0865718 1.0229048 0.27210471 0.73092463 1.0799035 0.19959324 128
684 10.50298 4.3366133 2.4682571 0.67958922 1.0738594 0.20826695 12
685 5.9193875 7.6503218 1.6644096 0.62760077 1.0670325 0.21686548 398
686 1.3357954 2.9640303 0.86056198 0.57500924 1.0594277 0.22538573 286
687 8.7522033 6.2777388 0.056714402 0.52186518 1.0510507 0.23382461 176
688 4.1686111 1.5914473 2.2528668 0.46821964 1.0419075 0.24217908 68
689 11.585019 4.9051558 1.4490192 0.41412418 1.0320048 0.25044613 462
690 7.0014269 0.21886428 0.64517167 0.35963078 1.0213498 0.25862278 358
691 2.4178347 3.5325728 2.8413241 0.30479181 1.0099503 0.26670606 256
692 9.8342426 6.8462813 2.0374765 0.24965995 0.99781459 0.27469306 156
693 5.2506504 2.1599898 1.2336289 0.19428818 0.98495151 0.28258091 58
694 0.66705831 5.4736983 0.42978136 0.13872972 0.97137045 0.29036674 462
695 8.0834662 0.78740678 2.6259338 0.083037954 0.9570813 0.29804776 368
696 3.499874 4.1011153 1.8220862 0.027266392 0.94209449 0.30562118 276
697 10.916282 7.4148238 1.0182386 -0.02853137 0.92642092 0.31308428 186
698 6.3326898 2.7285323 0.21439105 -0.084301716 0.91007204 0.32043436 98
699 1.7490976 6.0422408 2.4105435 -0.13999105 0.89305975 0.32766876 12
700 9.1655055 1.3559493 1.6066959 -0.19554587 0.87539647 0.33478488 428
701 4.5819134 4.6696578 0.80284832 -0.25091278 0.85709506 0.34178015 346
702 11.998321 7.9833663 2.9990007 -0.30603859 0.83816886 0.34865203 266
703 7.4147291 3.2970748 2.1951532 -0.36087032 0.81863167 0.35539806 188
704 2.831137 6.6107833 1.3913056 -0.41535527 0.79849774 0.36201579 112
705 10.247545 1.9244918 0.58745801 -0.46944111 0.77778174 0.36850284 38
706 5.6639527 5.2382003 2.7836104 -0.52307584 0.75649878 0.37485687 466
707 1.0803606 0.55190876 1.9797629 -0.57620794 0.73466435 0.38107557 396
708 8.4967684 3.8656173 1.1759153 -0.62878635 0.71229439 0.38715671 328
709 3.9131763 7.1793258 0.3720677 -0.68076054 0.6894052 0.39309809 262
710 11.329584 2.4930343 2.5682201 -0.73208058 0.66601347 0.39889757 198
711 6.745992 5.8067428 1.7643725 -0.78269714 0.64213623 0.40455304 136
712 2.1623999 1.1204513 0.96052497 -0.83256159 0.61779091 0.41006248 76
713 9.5788077 4.4341598 0.15667739 -0.88162601 0.59299525 0.41542389 18
714 4.9952156 7.7478683 2.3528298 -0.92984326 0.56776732 0.42063534 462
715 0.41162348 3.0615768 1.5489822 -0.977167 0.54212552 0.42569494 408
716 7.8280313 6.3752853 0.74513466 -1.0235518 0.51608852 0.43060088 356
717 3.2444392 1.6889938 2.9412871 -1.068953 0.48967532 0.43535137 306
718 10.660847 5.0027023 2.1374395 -1.113327 0.46290518 0.4399447 258
719 6.0772549 0.31641075 1.3335919 -1.1566312 0.43579759 0.44437921 212
720 1.4936628 3.6301193 0.52974435 -1.198824 0.40837232 0.44865332 168
721 8.9100707 6.9438278 2.7258968 -1.2398647 0.38064937 0.45276546 126
722 4.3264785 2.2575362 1.9220492 -1.2797141 0.35264895 0.45671416 86
723 11.742886 5.5712447 1.1182016 -1.3183338 0.32439146 0.46049799 48
724 7.1592943 0.88495325 0.31435404 -1.3556866 0.2958975 0.46411558 12
725 2.5757021 4.1986617 2.5105065 -1.3917368 0.26718784 0.46756563 478
726 9.99211 7.5123702 1.7066589 -1.4264496 0.23828342 0.4708469 446
727 5.4085179 2.8260787 0.90281131 -1.4597916 0.2092053 0.4739582 416
728 0.82492572 6.1397872 0.098963733 -1.491731 0.17997468 0.4768984 388
729 8.2413336 1.4534957 2.2951162 -1.5222369 0.15061286 0.47966645 362
730 3.6577415 4.7672042 1.4912686 -1.55128 0.12114125 0.48226135 338
731 11.074149 0.08091274 0.687421 -1.5788325 0.091581342 0.48468215 316
732 6.4905572 3.3946212 2.8835734 -1.6048678 0.061954671 0.48692799 296
733 1.906965 6.7083297 2.0797258 -1.629361 0.032282837 0.48899805 278
734 9.3233729 2.0220382 1.2758783 -1.6522885 0.0025874708 0.49089159 262
735 4.7397808 5.3357467 0.47203069 -1.6736283 -0.027109782 0.49260792 248
736 0.15618864 0.64945523 2.6681831 -1.6933598 -0.056787272 0.49414643 236
737 7.5725965 3.9631637 1.8643355 -1.7114642 -0.086423368 0.49550655 226
738 2.9890044 7.2768722 1.060488 -1.727924 -0.11599646 0.49668781 218
739 10.405412 2.5905807 0.25664038 -1.7427234 -0.145485 0.49768976 212
740 5.8218201 5.9042892 2.4527928 -1.7558481 -0.17486749 0.49851205 208
741 1.238228 1.2179977 1.6489452 -1.7672856 -0.20412251 0.49915439 206
742 8.6546358 4.5317062 0.84509765 -1.7770249 -0.23322873 0.49961654 206
743 4.0710437 7.8454147 0.041250074 -1.7850566 -0.26216494 0.49989833 208
744 11.487452 3.1591232 2.2374025 -1.791373 -0.29091004 0.49999966 212
745 6.9038594 6.4728317 1.4335549 -1.795968 -0.31944308 0.4999205 218
746 2.3202673 1.7865402 0.62970734 -1.7988373 -0.34774326 0.49966087 226
747 9.7366752 5.1002487 2.8258598 -1.799978 -0.37578995 0.49922087 236
748 5.153083 0.41395722 2.0220122 -1.7993891 -0.40356271 0.49860066 248
749 0.56949089 3.7276657 1.2181646 -1.797071 -0.43104129 0.49780045 262
750 7.9858987 7.0413742 0.41431703 -1.7930262 -0.45820565 0.49682055 278
751 3.4023066 2.3550827 2.6104695 -1.7872584 -0.48503601 0.4956613 296
752 10.818714 5.6687912 1.8066219 -1.7797731 -0.5115128 0.49432312 316
753 6.2351223 0.98249972 1.0027743 -1.7705777 -0.53761671 0.4928065 338
754 1.6515302 4.2962082 0.19892672 -1.7596808 -0.56332873 0.49111198 362
755 9.0679381 7.6099167 2.3950791 -1.747093 -0.58863011 0.48924017 388
756 4.4843459 2.9236252 1.5912316 -1.7328264 -0.6135024 0.48719175 416
757 11.900754 6.2373337 0.78738399 -1.7168947 -0.63792747 0.48496746 446
758 7.3171617 1.5510422 2.9835364 -1.6993132 -0.66188752 0.48256811 478
759 2.7335695 4.8647507 2.1796888 -1.6800988 -0.68536509 0.47999455 12
760 10.149977 0.17845921 1.3758413 -1.6592699 -0.70834306 0.47724772 48
761 5.5663853 3.4921677 0.57199368 -1.6368466 -0.73080467 0.4743286 86
762 0.98279313 6.8058762 2.7681461 -1.6128505 -0.75273356 0.47123826 126
763 8.399201 2.1195847 1.9642985 -1.5873045 -0.77411374 0.46797781 168
764 3.8156089 5.4332932 1.160451 -1.5602332 -0.79492963 0.46454842 212
765 11.232017 0.7470017 0.35660337 -1.5316626 -0.81516605 0.46095134 258
766 6.6484246 4.0607102 2.5527558 -1.5016203 -0.83480825 0.45718786 306
767 2.0648325 7.3744187 1.7489082 -1.470135 -0.85384191 0.45325933 356
768 9.4812403 2.6881272 0.94506064 -1.437237 -0.87225315 0.44916719 408
769 4.8976482 6.0018357 0.14121306 -1.4029579 -0.89002857 0.4449129 462
770 0.31405605 1.3155442 2.3373655 -1.3673307 -0.90715519 0.440498 18
771 7.7304639 4.6292527 1.5335179 -1.3303897 -0.92362054 0.43592409 76
772 3.1468718 7.9429612 0.72967033 -1.2921702 -0.9394126 0.43119282 136
773 10.56328 3.2566697 2.9258228 -1.252709 -0.95451988 0.42630588 198
774 5.9796875 6.5703782 2.1219752 -1.2120441 -0.96893136 0.42126506 262
775 1.3960954 1.8840867 1.3181276 -1.1702145 -0.98263652 0.41607216 328
776 8.8125032 5.1977952 0.51428002 -1.1272604 -0.99562539 0.41072907 396
777 4.2289111 0.51150369 2.7104324 -1.0832231 -1.0078885 0.40523771 466
778 11.645319 3.8252122 1.9065849 -1.0381449 -1.0194169 0.39960006 38
779 7.0617268 7.1389207 1.1027373 -0.99206909 -1.0302022 0.39381816 112
780 2.4781347 2.4526292 0.29888971 -0.94504001 -1.0402365 0.3878941 188
781 9.8945426 5.7663377 2.4950421 -0.89710282 -1.0495125 0.38183001 266
782 5.3109504 1.0800462 1.6911946 -0.84830358 -1.0580235 0.37562808 346
783 0.7273583 4.3937547 0.88734698 -0.7986892 -1.0657632 0.36929056 428
784 8.1437662 7.7074632 0.083499405 -0.74830733 -1.0727261 0.36281972 12
785 3.560174 3.0211717 2.2796518 -0.69720639 -1.0789069 0.35621792 98
786 10.976582 6.3348802 1.4758043 -0.6454355 -1.0843013 0.34948752 186
787 6.3929898 1.6485887 0.67195667 -0.59304439 -1.0889053 0.34263096 276
788 1.8093976 4.9622972 2.8681091 -0.54008341 -1.0927155 0.33565071 368
789 9.2258055 0.27600568 2.0642615 -0.48660345 -1.0957292 0.3285493 462
790 4.6422134 3.5897142 1.2604139 -0.4326559 -1.0979441 0.32132929 58
791 0.058621215 6.9034227 0.45656636 -0.37829261 -1.0993587 0.31399328 156
792 7.4750291 2.2171312 2.6527188 -0.3235658 -1.0999719 0.30654392 256
793 2.8914369 5.5308397 1.8488712 -0.26852807 -1.0997833 0.2989839 358
794 10.307845 0.84454817 1.0450236 -0.21323231 -1.0987929 0.29131595 462
795 5.7242527 4.1582567 0.24117605 -0.15773165 -1.0970016 0.28354284 68
796 1.1406605 7.4719652 2.4373285 -0.10207942 -1.0944107 0.27566737 176
797 8.5570684 2.7856737 1.6334809 -0.046329095 -1.0910219 0.2676924 286
798 3.9734763 6.0993822 0.82963332 0.0094657447 -1.0868379 0.25962078 398
799 11.389884 1.4130907 0.025785745 0.065251488 -1.0818616 0.25145545 12
800 6.806292 4.7267992 2.2219382 0.12097453 -1.0760967 0.24319934 128
801 2.2226999 0.040507667 1.4180906 0.17658133 -1.0695473 0.23485545 246
802 9.6391077 3.3542162 0.61424301 0.23201844 -1.0622183 0.22642677 366
803 5.0555156 6.6679247 2.8103954 0.2872326 -1.054115 0.21791635 488
804 0.47192346 1.9816332 2.0065479 0.34217075 -1.0452433 0.20932727 112
805 7.8883313 5.2953417 1.2027003 0.39678011 -1.0356096 0.20066262 238
806 3.3047392 0.60905016 0.3988527 0.45100819 -1.025221 0.19192554 366
807 10.721147 3.9227587 2.5950051 0.50480288 -1.0140851 0.18311917 496
808 6.1375549 7.2364672 1.7911575 0.5581125 -1.00221 0.1742467 128
809 1.5539628 2.5501757 0.98730997 0.61088581 -0.98960428 0.16531133 262
810 8.9703707 5.8638842 0.1834624 0.66307211 -0.9762772 0.15631629 398
811 4.3867785 1.1775927 2.3796148 0.71462125 -0.96223845 0.14726481 36
812 11.803186 4.4913012 1.5757672 0.7654837 -0.94749828 0.13816017 176
813 7.2195942 7.8050097 0.77191966 0.81561057 -0.93206742 0.12900566 318
814 2.6360021 3.1187182 2.9680721 0.8649537 -0.91595713 0.11980458 462
815 10.05241 6.4324267 2.1642245 0.91346568 -0.89917915 0.11056025 108
816 5.4688178 1.7461352 1.3603769 0.96109989 -0.8817457 0.10127601 256
817 0.88522571 5.0598437 0.55652935 1.0078106 -0.8636695 0.091955214 406
818 8.3016336 0.37355215 2.7526818 1.0535528 -0.84496372 0.08260122 58
819 3.7180414 3.6872606 1.9488342 1.0982826 -0.825642 0.073217408 212
820 11.134449 7.0009691 1.1449866 1.1419571 -0.80571843 0.063807165 368
821 6.5508572 2.3146776 0.34113904 1.1845343 -0.78520752 0.054373888 26
822 1.967265 5.6283861 2.5372915 1.2259732 -0.76412423 0.044920983 186
823 9.3836729 0.94209464 1.7334439 1.266234 -0.74248393 0.035451862 348
824 4.8000808 4.2558031 0.92959631 1.3052781 -0.72030239 0.025969943 12
825 0.21648863 7.5695116 0.12574874 1.343068 -0.69759578 0.016478649 178
826 7.6328965 2.8832201 2.3219012 1.3795672 -0.67438066 0.0069814071 346
827 3.0493044 6.1969286 1.5180536 1.4147408 -0.65067394 -0.0025183554 16
828 10.465712 1.5106371 0.714206 1.4485549 -0.62649291 -0.012017209 188
829 5.8821201 4.8243456 2.9103584 1.4809771 -0.60185519 -0.021511724 362
830 1.298528 0.13805414 2.1065108 1.5119761 -0.57677875 -0.030998474 38
831 8.7149358 3.4517626 1.3026633 1.5415223 -0.55128186 -0.040474034 216
832 4.1313437 6.7654711 0.49881569 1.5695872 -0.52538311 -0.049934983 396
833 11.547752 2.0791796 2.6949681 1.5961438 -0.49910138 -0.059377906 78
834 6.9641594 5.3928881 1.8911205 1.6211667 -0.47245583 -0.068799394 262
835 2.3805673 0.70659663 1.087273 1.6446317 -0.44546588 -0.078196046 448
836 9.7969751 4.0203051 0.28342539 1.6665164 -0.4181512 -0.087564471 136
837 5.213383 7.3340136 2.4795778 1.6867997 -0.39053171 -0.096901285 326
838 0.62979087 2.6477221 1.6757302 1.7054621 -0.36262754 -0.10620312 18
839 8.0461987 5.9614306 0.87188265 1.7224857 -0.33445903 -0.11546662 212
840 3.4626066 1.2751391 0.068035076 1.7378541 -0.30604671 -0.12468843 408
841 10.879014 4.5888476 2.2641875 1.7515526 -0.2774113 -0.13386523 106
842 6.2954223 7.9025561 1.4603399 1.7635679 -0.24857367 -0.14299371 306
843 1.7118302 3.2162646 0.65649234 1.7738886 -0.21955484 -0.15207057 8
844 9.1282381 6.5299731 2.8526448 1.7825048 -0.19037596 -0.16109254 212
845 4.5446459 1.8436816 2.0487972 1.789408 -0.16105831 -0.17005635 418
846 11.961054 5.1573901 1.2449496 1.7945918 -0.13162326 -0.17895877 126
847 7.3774617 0.47109862 0.44110204 1.7980512 -0.10209225 -0.18779659 336
848 2.7938695 3.7848071 2.6372545 1.7997827 -0.072486828 -0.19656662 48
849 10.210277 7.0985156 1.8334069 1.7997848 -0.042828564 -0.20526569 262
850 5.6266853 2.4122241 1.0295593 1.7980575 -0.01313908 -0.21389066 478
851 1.0430931 5.7259326 0.22571173 1.7946023 0.016559982 -0.22243842 196
852 8.459501 1.0396411 2.4218641 1.7894227 0.046246973 -0.23090588 416
853 3.8759088 4.3533496 1.6180166 1.7825236 0.075900251 -0.23928998 138
854 11.292317 7.6670581 0.81416899 1.7739116 0.1054982 -0.24758771 362
855 6.7087246 2.9807666 0.010321417 1.763595 0.13501925 -0.25579606 88
856 2.1251324 6.2944751 2.2064738 1.7515837 0.16444187 -0.26391207 316
857 9.5415403 1.6081836 1.4026263 1.7378893 0.19374463 -0.27193281 46
858 4.9579482 4.9218921 0.59877869 1.7225249 0.22290615 -0.27985538 278
859 0.37435603 0.23560061 2.7949311 1.7055053 0.25190518 -0.28767693 12
860 7.7907639 3.5493091 1.9910835 1.6868469 0.28072059 -0.29539464 248
861 3.2071718 6.8630176 1.187236 1.6665675 0.30933136 -0.3030057 486
862 10.62358 2.1767261 0.38338838 1.6446867 0.33771664 -0.31050739 226
863 6.0399875 5.4904346 2.5795408 1.6212254 0.36585575 -0.31789699 468
864 1.4563954 0.8041431 1.7756932 1.5962063 0.39372816 -0.32517182 212
865 8.8728032 4.1178516 0.97184564 1.5696534 0.42131356 -0.33232928 458
866 4.2892111 7.4315601 0.16799807 1.5415921 0.44859184 -0.33936677 206
867 11.705619 2.7452686 2.3641505 1.5120495 0.47554312 -0.34628175 456
868 7.1220268 6.0589771 1.5603029 1.4810539 0.50214774 -0.35307172 208
869 2.5384347 1.3726856 0.75645533 1.4486351 0.52838633 -0.35973425 462
870 9.9548426 4.6863941 2.9526078 1.4148244 0.55423974 -0.36626691 218
871 5.3712504 0.00010259416 2.1487602 1.379654 0.57968914 -0.37266735 476
872 0.78765828 3.3138111 1.3449126 1.343158 0.60471597 -0.37893326 236
873 8.2040661 6.6275196 0.54106503 1.3053712 0.62930199 -0.38506239 498
874 3.620474 1.9412281 2.7372174 1.2663301 0.65342927 -0.39105251 262
875 11.036882 5.2549366 1.9333699 1.2260722 0.67708024 -0.39690146 28
876 6.4532897 0.56864509 1.1295223 1.1846361 0.70023764 -0.40260714 296
877 1.8696976 3.8823536 0.32567472 1.1420616 0.7228846 -0.40816748 66
878 9.2861055 7.1960621 2.5218271 1.0983898 0.74500461 -0.41358047 338
879 4.7025133 2.5097706 1.7179796 1.0536624 0.76658155 -0.41884417 112
880 0.1189212 5.8234791 0.91413198 1.0079226 0.78759968 -0.42395667 388
881 7.5353291 1.1371876 0.11028441 0.9612142 0.80804369 -0.42891613 166
882 2.9517369 4.4508961 2.3064368 0.91358217 0.82789866 -0.43372075 446
883 10.368145 7.7646046 1.5025893 0.86507227 0.84715014 -0.4383688 228
884 5.7845527 3.0783131 0.69874168 0.81573109 0.86578408 -0.44285861 12
885 1.2009605 6.3920216 2.8948941 0.76560606 0.8837869 -0.44718855 298
886 8.6173684 1.7057301 2.0910465 0.71474534 0.90114548 -0.45135706 86
887 4.0337763 5.0194386 1.2871989 0.6631978 0.91784717 -0.45536264 376
888 11.450184 0.33314708 0.48335137 0.61101299 0.93387979 -0.45920383 168
889 6.866592 3.6468556 2.6795038 0.55824103 0.94923165 -0.46287926 462
890 2.2829999 6.9605641 1.8756562 0.50493265 0.96389156 -0.46638759 258
891 9.6994077 2.2742726 1.0718086 0.45113907 0.97784883 -0.46972756 56
892 5.1158156 5.5879811 0.26796106 0.39691198 0.9910933 -0.47289796 356
893 0.53222345 0.90168957 2.4641135 0.34230349 1.0036153 -0.47589766 158
894 7.9486313 4.2153981 1.6602659 0.28736607 1.0154057 -0.47872556 462
895 3.3650392 7.5291066 0.85641833 0.23215251 1.026456 -0.48138064 268
896 10.781447 2.8428151 0.052570748 0.17671587 1.0367579 -0.48386195 76
897 6.1978549 6.1565236 2.2487232 0.12110942 1.0463042 -0.4861686 386
898 1.6142628 1.4702321 1.4448756 0.065386599 1.0550877 -0.48829974 198
899 9.0306706 4.7839406 0.64102802 0.0096009426 1.0631021 -0.49025461 12
900 4.4470785 0.097649064 2.8371804 -0.04619394 1.0703416 -0.4920325 328
901 11.863486 3.4113576 2.0333329 -0.10194443 1.0768008 -0.49363278 146
902 7.2798942 6.7250661 1.2294853 -0.15759697 1.0824751 -0.49505486 466
903 2.6963021 2.0387746 0.42563771 -0.21309806 1.0873603 -0.49629823 288
904 10.11271 5.3524831 2.6217901 -0.26839438 1.0914529 -0.49736244 112
905 5.5291178 0.66619156 1.8179426 -0.3234328 1.0947498 -0.49824711 438
906 0.94552569 3.9799001 1.014095 -0.37816042 1.0972488 -0.49895192 266
907 8.3619336 7.2936086 0.2102474 -0.43252466 1.0989479 -0.49947661 96
908 3.7783414 2.6073171 2.4063998 -0.48647328 1.0998459 -0.49982099 428
909 11.194749 5.9210256 1.6025522 -0.53995443 1.0999421 -0.49998495 262
910 6.6111572 1.2347341 0.79870467 -0.59291673 1.0992366 -0.49996841 98
911 2.027565 4.5484426 2.9948571 -0.64530929 1.0977297 -0.4997714 436
912 9.4439729 7.8621511 2.1910095 -0.69708174 1.0954227 -0.49939397 276
913 4.8603807 3.1758596 1.3871619 -0.74818436 1.0923171 -0.49883626 118
914 0.27678861 6.489568 0.58331436 -0.79856803 1.0884153 -0.49809848 462
915 7.6931965 1.8032765 2.7794668 -0.84818434 1.0837201 -0.4971809 308
916 3.1096043 5.116985 1.9756192 -0.89698561 1.0782349 -0.49608383 156
917 10.526012 0.43069355 1.1717716 -0.94492494 1.0719637 -0.49480769 6
918 5.9424201 3.744402 0.36792405 -0.99195627 1.0649112 -0.49335292 358
919 1.3588279 7.0581105 2.5640765 -1.0380344 1.0570823 -0.49172006 212
920 8.7752358 2.371819 1.7602289 -1.0831151 1.0484828 -0.4899097 68
921 4.1916437 5.6855275 0.95638132 -1.127155 1.0391191 -0.48792248 426
922 11.608052 0.99923604 0.15253374 -1.1701117 1.0289979 -0.48575913 286
923 7.0244594 4.3129445 2.3486862 -1.2119441 1.0181266 -0.48342042 148
924 2.4408673 7.626653 1.5448386 -1.2526119 1.0065132 -0.4809072 12
925 9.8572751 2.9403615 0.74099101 -1.292076 0.99416598 -0.47822039 378
926 5.273683 6.25407 2.9371434 -1.3302986 0.98109411 -0.47536093 246
927 0.69009085 1.5677785 2.1332959 -1.3672428 0.96730706 -0.47232988 116
928 8.1064987 4.881487 1.3294483 -1.4028732 0.95281489 -0.46912833 488
929 3.5229066 0.19519553 0.5256007 -1.4371556 0.93762816 -0.46575742 362
930 10.939314 3.508904 2.7217531 -1.470057 0.92175794 -0.46221838 238
931 6.3557223 6.8226125 1.9179055 -1.5015457 0.9052158 -0.45851248 116
932 1.7721302 2.136321 1.114058 -1.5315916 0.8880138 -0.45464107 496
933 9.188538 5.4500295 0.31021039 -1.5601658 0.87016447 -0.45060554 378
934 4.6049459 0.76373803 2.5063628 -1.5872407 0.85168083 -0.44640734 262
935 0.021353775 4.0774465 1.7025152 -1.6127904 0.83257636 -0.44204799 148
936 7.4377616 7.391155 0.89866766 -1.6367904 0.81286497 -0.43752907 36
937 2.8541695 2.7048635 0.094820079 -1.6592175 0.79256104 -0.43285221 426
938 10.270577 6.018572 2.2909725 -1.6800503 0.77167937 -0.42801909 318
939 5.6869852 1.3322805 1.4871249 -1.6992686 0.75023518 -0.42303146 212
940 1.1033931 4.645989 0.68327735 -1.7168541 0.7282441 -0.41789112 108
941 8.519801 7.9596975 2.8794298 -1.7327898 0.70572217 -0.41259992 6
942 3.9362088 3.273406 2.0755822 -1.7470605 0.68268579 -0.40715979 406
943 11.352617 6.5871145 1.2717346 -1.7596523 0.65915177 -0.40157267 308
944 6.7690246 1.900823 0.46788704 -1.7705533 0.63513725 -0.39584059 212
945 2.1854324 5.2145315 2.6640395 -1.7797529 0.61065975 -0.38996561 118
946 9.6018403 0.52824002 1.8601919 -1.7872423 0.5857371 -0.38394986 26
947 5.0182482 3.8419485 1.0563443 -1.7930143 0.56038747 -0.37779551 436
948 0.43465602 7.155657 0.25249673 -1.7970633 0.53462935 -0.37150478 348
949 7.8510639 2.4693655 2.4486492 -1.7993855 0.50848151 -0.36507994 262
950 3.2674717 5.783074 1.6448016 -1.7999787 0.48196301 -0.35852331 178
951 10.68388 1.0967825 0.840954 -1.7988421 0.45509317 -0.35183726 96
952 6.1002875 4.410491 0.03710642 -1.7959771 0.4278916 -0.3450242 16
953 1.5166953 7.7241995 2.2332588 -1.7913862 0.40037811 -0.33808659 438
954 8.9331032 3.037908 1.4294113 -1.785074 0.37257276 -0.33102693 362
955 4.3495111 6.3516165 0.62556369 -1.7770464 0.34449582 -0.32384778 288
956 11.765919 1.665325 2.8217161 -1.7673113 0.31616776 -0.31655171 216
957 7.1823268 4.9790335 2.0178685 -1.7558779 0.28760923 -0.30914138 146
958 2.5987347 0.292742 1.214021 -1.7427572 0.25884105 -0.30161945 78
959 10.015143 3.6064505 0.41017338 -1.7279619 0.22988418 -0.29398864 12
960 5.4315504 6.920159 2.6063258 -1.7115061 0.20075973 -0.28625171 448
961 0.84795827 2.2338675 1.8024782 -1.6934057 0.17148894 -0.27841144 386
962 8.2643661 5.547576 0.99863065 -1.6736781 0.14209315 -0.27047066 326
963 3.680774 0.8612845 0.19478307 -1.6523422 0.11259377 -0.26243225 268
964 11.097182 4.174993 2.3909355 -1.6294185 0.083012315 -0.25429911 212
965 6.5135897 7.4887015 1.5870879 -1.6049291 0.053370349 -0.24607416 158
966 1.9299976 2.80241 0.78324034 -1.5788974 0.02368948 -0.23776039 106
967 9.3464055 6.1161185 2.9793928 -1.5513486 -0.0060086591 -0.22936078 56
968 4.7628133 1.429827 2.1755452 -1.522309 -0.035702418 -0.22087838 8
969 0.17922119 4.7435355 1.3716976 -1.4918066 -0.065370151 -0.21231624 462
970 7.595629 0.057243991 0.56785003 -1.4598707 -0.094990232 -0.20367746 418
971 3.0120369 3.3709525 2.7640025 -1.426532 -0.12454107 -0.19496516 376
972 10.428445 6.684661 1.9601549 -1.3918225 -0.15400112 -0.18618247 336
973 5.8448526 1.9983695 1.1563073 -1.3557756 -0.18334891 -0.17733258 298
974 1.2612605 5.312078 0.35245972 -1.3184258 -0.21256305 -0.16841867 262
975 8.6776684 0.62578649 2.5486121 -1.2798092 -0.24162224 -0.15944396 228
976 4.0940762 3.939495 1.7447646 -1.2399627 -0.2705053 -0.1504117 196
977 11.510484 7.2532035 0.94091699 -1.1989248 -0.29919117 -0.14132513 166
978 6.926892 2.566912 0.13706941 -1.1567348 -0.32765895 -0.13218756 138
979 2.3432998 5.8806205 2.3332218 -1.1134332 -0.35588787 -0.12300226 112
980 9.7597077 1.194329 1.5293743 -1.0690617 -0.38385737 -0.11377256 88
981 5.1761156 4.5080375 0.72552668 -1.023663 -0.41154706 -0.10450179 66
982 0.59252343 7.821746 2.9216791 -0.97728054 -0.43893674 -0.095193294 46
983 8.0089313 3.1354545 2.1178315 -0.92995902 -0.46600646 -0.085850436 28
984 3.4253392 6.449163 1.3139839 -0.88174388 -0.49273648 -0.076476586 12
985 10.841747 1.7628715 0.51013637 -0.83268146 -0.51910732 -0.06707513 498
986 6.2581549 5.07658 2.7062888 -0.78281889 -0.54509975 -0.05764946 486
987 1.6745628 0.39028847 1.9024412 -0.73220409 -0.57069483 -0.048202979 476
988 9.0909706 3.703997 1.0985936 -0.6808857 -0.5958739 -0.038739098 468
989 4.5073785 7.0177055 0.29474606 -0.62891303 -0.6206186 -0.029261232 462
990 11.923786 2.331414 2.4908985 -0.57633603 -0.6449109 -0.019772804 458
991 7.3401942 5.6451225 1.6870509 -0.52320521 -0.66873309 -0.010277237 456
992 2.7566021 0.95883097 0.88320333 -0.46957163 -0.6920678 -0.00077796046 456
993 10.17301 4.2725395 0.079355751 -0.41548682 -0.71489802 0.0087215969 458
994 5.5894178 7.586248 2.2755082 -0.36100277 -0.73720711 0.018218006 462
995 1.0058257 2.8999565 1.4716606 -0.30617182 -0.75897881 0.027707838 468
996 8.4222335 6.213665 0.66781302 -0.25104666 -0.78019726 0.037187668 476
997 3.8386414 1.5273735 2.8639654 -0.19568027 -0.80084697 0.046654074 486
998 11.255049 4.841082 2.0601179 -0.14012584 -0.8209129 0.056103639 498
999 6.6714571 0.15479046 1.2562703 -0.084436767 -0.84038042 0.06553295 12
1000 2.087865 3.468499 0.45242271 -0.028666553 -0.85923534 0.074938605 28
1001 9.5042729 6.7822075 2.6485751 0.027131208 -0.87746391 0.084317208 46
1002 4.9206807 2.095916 1.8447276 0.082902898 -0.89505286 0.093665373 66
1003 0.3370886 5.4096245 1.04088 0.13859492 -0.91198934 0.10297973 88
1004 7.7534965 0.72333296 0.2370324 0.19415377 -0.92826103 0.1122569 112
1005 3.1699043 4.0370415 2.4331848 0.24952605 -0.94385606 0.12149356 138
1006 10.586312 7.35075 1.6293372 0.30465856 -0.95876306 0.13068636 166
1007 6.0027201 2.6644585 0.82548967 0.35949831 -0.97297117 0.13983198 196
1008 1.4191279 5.978167 0.021642092 0.41399261 -0.98647002 0.14892712 228
1009 8.8355358 1.2918755 2.2177945 0.4680891 -0.99924977 0.1579685 262
1010 4.2519436 4.6055839 1.4139469 0.52173579 -1.0113011 0.16695286 298
1011 11.668352 7.9192924 0.61009936 0.57488113 -1.0226153 0.17587695 336
1012 7.0847594 3.2330009 2.8062518 0.62747405 -1.033184 0.18473755 376
1013 2.5011672 6.5467094 2.0024042 0.67946402 -1.0429996 0.19353146 418
1014 9.9175751 1.8604179 1.1985566 0.73080108 -1.0520548 0.2022555 462
1015 5.333983 5.1741264 0.39470905 0.78143589 -1.0603432 0.21090654 8
